Random Number,Steps,Cache Hit Percentage
409457,81,84.05%
423973,55,84.05%
435724,187,84.05%
491829,107,84.05%
455931,94,84.05%
416856,112,84.05%
468842,76,84.05%
406122,86,84.05%
431829,187,84.05%
499082,151,84.05%
402412,117,84.05%
425498,125,84.05%
409324,174,84.05%
480374,120,84.05%
487316,138,84.05%
412590,81,84.05%
478062,81,84.05%
406477,205,84.05%
490921,151,84.05%
447870,99,84.05%
443204,81,84.05%
499579,182,84.05%
440509,99,84.05%
436869,187,84.05%
492167,182,84.05%
428305,73,84.05%
469629,169,84.05%
471907,107,84.05%
461486,169,84.05%
484428,94,84.05%
476741,138,84.05%
408770,86,84.05%
408400,81,84.05%
412464,81,84.05%
400598,161,84.05%
402158,68,84.05%
467147,130,84.05%
407266,86,84.05%
408280,174,84.05%
498976,89,84.05%
406348,60,84.05%
448519,156,84.05%
424473,249,84.05%
453499,187,84.05%
428892,125,84.05%
449616,63,84.05%
403915,112,84.05%
444781,99,84.05%
456093,200,84.05%
494837,138,84.05%
430477,143,84.05%
437123,187,84.05%
432241,81,84.05%
470986,125,84.05%
473993,231,84.05%
424407,156,84.05%
437117,94,84.05%
443621,94,84.05%
434140,94,84.05%
436429,81,84.05%
465875,138,84.05%
448708,94,84.05%
445199,156,84.05%
474276,99,84.05%
461172,125,84.05%
483625,213,84.05%
414260,130,84.05%
466146,125,84.05%
490891,182,84.05%
460367,138,84.05%
465121,143,84.05%
435065,174,84.05%
408885,143,84.05%
427421,218,84.05%
426391,73,84.05%
475604,76,84.05%
477037,50,84.05%
430306,50,84.05%
420384,218,84.05%
470956,107,84.05%
425142,125,84.05%
488688,89,84.05%
445906,117,84.05%
457383,138,84.05%
459673,81,84.06%
419898,143,84.06%
419616,174,84.06%
434616,42,84.06%
401345,117,84.06%
491584,182,84.06%
471046,169,84.06%
467220,50,84.06%
440291,156,84.06%
416244,161,84.06%
479322,213,84.06%
439289,94,84.06%
499869,138,84.06%
493582,63,84.06%
405434,99,84.06%
428586,99,84.06%
453948,107,84.06%
408382,112,84.06%
401477,68,84.06%
400659,117,84.06%
473630,99,84.06%
427868,324,84.06%
476264,138,84.06%
488493,89,84.06%
458175,169,84.06%
434474,94,84.06%
459448,200,84.06%
483317,120,84.06%
460989,81,84.06%
405353,112,84.06%
478527,231,84.06%
420661,50,84.06%
463078,112,84.06%
435969,99,84.06%
455278,156,84.06%
402249,161,84.06%
427552,99,84.06%
426323,73,84.06%
469470,200,84.06%
405669,161,84.06%
480394,68,84.06%
486618,107,84.06%
444959,156,84.06%
480263,120,84.06%
418026,143,84.06%
488220,63,84.06%
446675,68,84.06%
409800,81,84.06%
496602,89,84.06%
448152,138,84.06%
410460,174,84.06%
470231,151,84.06%
476021,169,84.06%
424550,81,84.06%
458723,200,84.06%
434195,68,84.06%
496851,89,84.06%
455998,138,84.06%
455338,156,84.06%
457839,112,84.06%
499178,89,84.06%
471691,200,84.06%
416327,130,84.06%
400082,91,84.06%
407660,205,84.06%
409431,68,84.06%
402331,117,84.06%
473039,200,84.06%
473581,76,84.06%
409627,205,84.06%
416535,68,84.06%
453974,68,84.06%
434072,81,84.06%
461494,156,84.06%
472063,275,84.06%
452098,63,84.06%
449713,138,84.06%
418737,174,84.06%
461898,94,84.06%
484142,169,84.06%
404716,99,84.06%
410184,166,84.06%
454372,200,84.06%
418563,143,84.06%
472561,200,84.06%
450922,63,84.06%
452758,107,84.06%
469412,81,84.06%
444746,143,84.06%
445922,94,84.06%
465077,156,84.06%
481750,107,84.06%
455440,63,84.06%
481404,120,84.06%
481832,68,84.06%
400926,117,84.06%
428661,73,84.06%
421990,81,84.06%
473965,213,84.06%
402241,161,84.06%
431617,187,84.06%
490500,182,84.06%
456216,107,84.06%
465689,156,84.06%
489820,182,84.06%
466105,107,84.06%
455613,107,84.06%
477360,76,84.06%
422669,81,84.06%
417511,86,84.06%
461501,169,84.06%
427385,187,84.06%
465522,76,84.06%
453699,187,84.06%
445948,138,84.06%
438083,143,84.06%
442447,94,84.06%
436532,68,84.06%
445321,293,84.06%
487193,94,84.06%
420280,130,84.06%
410397,205,84.06%
406769,60,84.06%
475720,99,84.06%
429628,99,84.06%
488601,138,84.06%
476646,125,84.06%
458289,94,84.06%
448417,125,84.06%
488438,182,84.06%
460531,125,84.06%
417861,174,84.06%
416763,112,84.06%
454573,200,84.06%
483550,125,84.06%
406583,86,84.06%
420677,104,84.06%
476990,125,84.06%
483943,120,84.06%
481173,76,84.06%
432327,218,84.06%
483270,94,84.06%
446384,262,84.06%
497849,288,84.06%
436968,187,84.06%
492332,63,84.06%
435931,81,84.06%
417242,81,84.06%
466690,63,84.06%
481252,68,84.06%
404434,205,84.06%
424797,174,84.06%
429476,125,84.06%
449030,187,84.06%
400516,117,84.06%
459104,81,84.06%
475458,151,84.06%
414989,112,84.06%
417392,86,84.06%
423874,55,84.06%
441253,156,84.06%
415749,205,84.06%
441735,156,84.06%
458016,94,84.06%
470322,151,84.06%
463112,125,84.06%
402425,117,84.06%
428826,125,84.06%
440101,125,84.06%
424194,81,84.06%
447825,138,84.06%
472428,76,84.06%
407463,112,84.06%
494210,120,84.06%
408102,112,84.06%
482259,68,84.06%
424367,81,84.06%
444034,187,84.06%
499501,151,84.06%
491058,151,84.06%
463112,125,84.06%
441761,156,84.06%
415854,205,84.06%
430414,125,84.06%
490792,244,84.06%
454197,63,84.06%
489518,89,84.06%
466249,231,84.06%
469186,107,84.06%
444737,143,84.06%
490123,89,84.06%
410438,174,84.06%
460486,169,84.06%
431858,143,84.06%
406281,143,84.06%
468635,156,84.06%
494970,151,84.06%
408706,161,84.06%
497461,120,84.06%
472897,76,84.06%
432901,42,84.06%
483112,120,84.06%
445324,63,84.06%
478191,169,84.06%
477321,275,84.06%
453426,187,84.06%
460449,200,84.06%
401688,42,84.06%
435286,50,84.06%
497776,89,84.06%
430572,174,84.06%
436225,218,84.06%
439537,68,84.06%
446426,63,84.06%
466639,306,84.06%
468155,130,84.06%
438449,81,84.06%
493984,63,84.06%
434403,50,84.06%
407635,112,84.06%
438720,94,84.06%
462352,200,84.06%
455900,187,84.06%
499206,89,84.06%
432036,280,84.06%
400007,91,84.06%
467840,125,84.06%
464832,107,84.06%
408714,161,84.06%
403126,161,84.06%
437728,68,84.06%
479442,120,84.06%
486239,89,84.06%
420878,68,84.06%
495459,151,84.06%
401385,117,84.06%
412131,174,84.06%
493735,120,84.06%
403073,236,84.06%
485244,151,84.06%
491510,244,84.06%
433645,130,84.06%
421468,130,84.06%
468873,130,84.06%
417897,205,84.06%
425934,130,84.06%
437027,187,84.06%
456347,156,84.06%
419917,81,84.06%
409256,81,84.06%
401808,112,84.06%
458637,107,84.06%
471609,107,84.06%
495535,63,84.06%
495669,151,84.06%
403644,112,84.06%
495543,213,84.06%
401335,143,84.06%
406303,112,84.06%
442083,125,84.06%
442288,156,84.06%
444031,218,84.06%
459351,112,84.06%
466353,125,84.06%
402736,112,84.06%
492636,63,84.06%
467739,412,84.06%
414867,99,84.06%
486370,63,84.06%
408638,161,84.06%
400110,91,84.06%
477880,76,84.06%
442284,143,84.06%
459406,169,84.06%
484579,138,84.06%
498008,89,84.06%
485340,182,84.06%
421606,174,84.06%
454354,200,84.06%
405256,143,84.06%
430862,94,84.06%
493989,120,84.06%
401719,117,84.06%
440297,218,84.06%
489524,120,84.06%
435214,187,84.06%
481769,151,84.06%
422892,130,84.06%
436549,143,84.06%
488072,63,84.06%
464975,169,84.06%
478838,107,84.06%
469929,200,84.06%
462152,94,84.06%
445190,156,84.06%
472665,107,84.06%
454787,200,84.06%
450755,337,84.06%
487532,120,84.06%
441157,156,84.06%
459394,81,84.06%
425469,81,84.06%
456863,306,84.06%
439504,156,84.06%
484875,213,84.06%
479268,76,84.06%
437511,125,84.06%
408040,205,84.06%
400873,91,84.06%
429692,218,84.06%
451123,174,84.06%
469563,81,84.06%
423680,50,84.06%
452842,112,84.06%
447686,63,84.06%
451030,169,84.06%
488056,182,84.06%
429454,125,84.06%
473922,200,84.06%
462432,50,84.06%
455352,55,84.06%
476723,244,84.06%
479096,213,84.06%
425281,81,84.06%
438874,63,84.06%
424285,81,84.06%
435772,187,84.06%
431488,81,84.06%
412867,205,84.06%
461131,169,84.06%
410471,311,84.06%
472261,169,84.06%
486600,63,84.06%
467334,169,84.06%
449591,94,84.06%
409300,130,84.06%
446601,143,84.06%
487102,76,84.06%
455167,200,84.06%
485302,89,84.06%
454620,200,84.06%
406289,42,84.06%
492691,182,84.06%
478301,76,84.06%
496958,120,84.06%
440376,156,84.06%
429330,156,84.06%
422839,130,84.06%
407657,112,84.06%
441079,143,84.06%
485271,89,84.06%
400835,117,84.06%
417801,81,84.06%
464366,187,84.06%
463943,200,84.06%
494503,182,84.06%
426478,73,84.06%
499716,138,84.06%
425990,81,84.06%
439345,68,84.06%
498673,76,84.06%
436461,143,84.06%
449432,50,84.06%
423098,143,84.06%
441621,156,84.06%
499023,120,84.06%
432398,187,84.06%
426048,174,84.06%
423950,174,84.06%
487565,182,84.06%
449176,94,84.06%
416397,161,84.06%
431680,81,84.06%
441866,63,84.06%
494698,151,84.06%
428637,99,84.06%
420069,205,84.06%
461854,156,84.06%
489303,213,84.06%
465553,138,84.06%
440759,218,84.06%
412400,143,84.06%
466388,169,84.06%
458561,107,84.06%
476766,151,84.06%
430331,218,84.06%
453063,200,84.06%
441070,169,84.06%
467873,107,84.06%
479053,107,84.06%
418241,156,84.06%
466545,125,84.06%
453340,231,84.06%
405499,249,84.07%
489643,76,84.07%
494961,89,84.07%
404521,205,84.07%
459867,94,84.07%
421008,81,84.07%
466299,231,84.07%
485258,182,84.07%
470185,156,84.07%
482696,120,84.07%
454764,231,84.07%
449877,63,84.07%
415219,174,84.07%
483401,182,84.07%
469946,76,84.07%
414899,249,84.07%
410529,81,84.07%
473325,63,84.07%
455659,337,84.07%
422929,174,84.07%
439713,200,84.07%
452046,125,84.07%
437522,68,84.07%
407870,174,84.07%
405108,86,84.07%
478592,120,84.07%
413569,174,84.07%
421987,81,84.07%
434660,156,84.07%
480114,169,84.07%
413153,143,84.07%
440159,187,84.07%
407582,205,84.07%
408113,174,84.07%
482508,120,84.07%
405275,130,84.07%
466948,94,84.07%
486633,107,84.07%
428359,99,84.07%
474959,151,84.07%
469328,50,84.07%
483123,120,84.07%
462663,200,84.07%
422373,130,84.07%
404349,161,84.07%
470435,151,84.07%
475099,99,84.07%
414878,112,84.07%
443760,156,84.07%
468584,50,84.07%
437808,63,84.07%
483473,213,84.07%
420629,50,84.07%
475330,182,84.07%
429169,50,84.07%
463564,107,84.07%
491748,89,84.07%
442738,143,84.07%
485551,213,84.07%
426407,174,84.07%
422851,130,84.07%
498704,89,84.07%
404393,174,84.07%
468260,156,84.07%
444643,112,84.07%
486901,120,84.07%
411361,205,84.07%
449418,50,84.07%
473533,99,84.07%
439720,156,84.07%
424376,125,84.07%
480687,94,84.07%
422842,50,84.07%
424865,174,84.07%
440886,156,84.07%
427191,262,84.07%
495301,151,84.07%
415984,55,84.07%
442069,125,84.07%
439060,68,84.07%
484569,50,84.07%
479877,120,84.07%
422532,104,84.07%
443024,81,84.07%
493033,213,84.07%
451701,156,84.07%
406588,112,84.07%
422607,104,84.07%
432265,187,84.07%
429965,94,84.07%
486841,63,84.07%
492943,120,84.07%
428669,73,84.07%
491234,182,84.07%
461202,76,84.07%
411138,143,84.07%
478134,169,84.07%
472563,275,84.07%
460556,107,84.07%
489493,89,84.07%
412282,174,84.07%
422759,267,84.07%
408005,130,84.07%
435124,125,84.07%
447624,94,84.07%
448891,187,84.07%
400141,91,84.07%
442924,231,84.07%
402702,267,84.07%
442210,50,84.07%
481984,68,84.07%
425097,86,84.07%
459914,156,84.07%
442342,156,84.07%
468121,275,84.07%
490773,63,84.07%
431869,218,84.07%
474709,125,84.07%
413379,130,84.07%
464134,76,84.07%
404674,60,84.07%
400220,68,84.07%
457076,37,84.07%
471170,107,84.07%
429280,156,84.07%
456104,169,84.07%
482308,94,84.07%
445241,218,84.07%
466493,156,84.07%
480691,68,84.07%
434733,94,84.07%
478775,169,84.07%
403449,174,84.07%
442739,143,84.07%
451725,138,84.07%
451073,63,84.07%
491630,138,84.07%
489693,151,84.07%
431824,187,84.07%
432158,143,84.07%
431903,218,84.07%
413807,143,84.07%
457255,107,84.07%
429643,99,84.07%
456150,156,84.07%
425376,125,84.07%
420415,205,84.07%
425845,81,84.07%
400084,117,84.07%
471622,76,84.07%
489980,151,84.07%
442585,94,84.07%
409668,174,84.07%
484882,151,84.07%
413754,68,84.07%
438948,148,84.07%
440986,143,84.07%
433889,187,84.07%
484189,275,84.07%
407478,143,84.07%
414579,174,84.07%
456749,63,84.07%
424080,174,84.07%
455855,107,84.07%
499488,151,84.07%
413631,143,84.07%
406927,112,84.07%
428943,112,84.07%
403324,192,84.07%
438751,187,84.07%
461102,81,84.07%
473054,200,84.07%
490386,151,84.07%
456183,81,84.07%
402696,91,84.07%
484362,107,84.07%
481559,50,84.07%
460938,169,84.07%
410206,166,84.07%
419470,112,84.07%
432559,68,84.07%
438012,187,84.07%
462055,187,84.07%
442227,68,84.07%
422894,130,84.07%
413636,174,84.07%
481176,76,84.07%
401706,68,84.07%
485352,89,84.07%
403190,174,84.07%
409184,174,84.07%
437757,187,84.07%
459939,169,84.07%
471091,107,84.07%
493612,63,84.07%
497253,63,84.07%
422549,81,84.07%
438365,156,84.07%
464023,125,84.07%
425873,218,84.07%
414943,112,84.07%
462951,107,84.07%
436753,143,84.07%
405328,174,84.07%
419133,112,84.07%
439449,94,84.07%
427516,218,84.07%
400692,68,84.07%
438213,156,84.07%
437722,156,84.07%
420162,205,84.07%
470773,156,84.07%
413561,143,84.07%
420043,112,84.07%
412999,161,84.07%
474282,169,84.07%
471506,76,84.07%
432001,187,84.07%
475988,138,84.07%
456857,143,84.07%
435192,218,84.07%
422998,55,84.07%
432440,174,84.07%
432957,94,84.07%
431916,94,84.07%
426051,143,84.07%
430210,125,84.07%
454465,107,84.07%
464417,138,84.07%
432059,94,84.07%
418164,112,84.07%
479360,169,84.07%
495010,182,84.07%
454917,200,84.07%
422514,187,84.07%
414142,81,84.07%
432192,81,84.07%
450030,231,84.07%
452661,37,84.07%
470405,81,84.07%
425578,174,84.07%
410649,143,84.07%
479004,169,84.07%
439139,63,84.07%
468520,50,84.07%
492004,169,84.07%
451247,86,84.07%
440025,218,84.07%
461831,306,84.07%
427234,73,84.07%
434709,42,84.07%
497023,164,84.07%
488060,182,84.07%
467149,169,84.07%
467807,130,84.07%
419975,205,84.07%
431027,94,84.07%
435843,187,84.07%
412266,130,84.07%
495444,151,84.07%
467902,156,84.07%
430430,99,84.07%
412629,81,84.07%
400737,143,84.07%
423173,55,84.07%
435143,94,84.07%
414879,272,84.07%
493192,138,84.07%
485173,89,84.07%
405367,161,84.07%
463596,182,84.07%
410750,81,84.07%
416016,130,84.07%
480427,68,84.07%
487717,151,84.07%
422362,143,84.07%
472430,76,84.07%
438963,94,84.07%
400214,236,84.07%
434260,94,84.07%
404024,205,84.07%
434923,94,84.07%
469110,130,84.07%
429910,81,84.07%
439898,218,84.07%
436916,187,84.07%
449885,187,84.07%
470925,169,84.07%
410585,55,84.07%
462151,187,84.07%
404194,68,84.07%
478487,76,84.07%
430407,280,84.07%
416823,112,84.07%
479224,306,84.07%
453580,68,84.07%
489793,182,84.07%
431929,94,84.07%
484598,107,84.07%
474965,125,84.07%
437296,68,84.07%
486020,244,84.07%
423542,81,84.07%
491140,76,84.07%
466446,107,84.07%
449085,112,84.07%
413501,81,84.07%
438875,125,84.07%
425874,218,84.07%
413715,174,84.07%
410962,99,84.07%
467725,200,84.07%
486465,182,84.07%
417898,174,84.07%
497635,58,84.07%
464190,169,84.07%
492641,151,84.07%
485346,89,84.07%
472941,76,84.07%
403225,192,84.07%
485323,213,84.07%
414962,174,84.07%
419538,156,84.07%
415729,174,84.07%
469612,169,84.07%
498762,76,84.07%
407135,223,84.07%
459405,81,84.07%
468517,112,84.07%
491733,45,84.07%
472196,50,84.07%
443640,218,84.07%
477753,200,84.07%
433564,205,84.07%
472606,76,84.07%
482025,169,84.07%
420475,81,84.07%
486107,244,84.07%
420900,68,84.07%
446350,138,84.07%
437649,68,84.07%
469689,107,84.07%
414074,205,84.07%
461940,76,84.07%
487587,94,84.07%
449536,63,84.07%
463956,76,84.07%
418053,143,84.07%
434881,42,84.07%
436897,249,84.07%
421278,104,84.07%
420204,161,84.07%
489686,182,84.07%
440816,125,84.07%
473760,138,84.07%
459297,169,84.07%
477404,76,84.07%
418722,174,84.07%
418701,50,84.07%
483747,107,84.07%
410454,174,84.07%
428724,99,84.07%
427386,218,84.07%
426033,81,84.07%
462288,76,84.07%
499992,107,84.07%
445885,143,84.07%
482764,120,84.07%
423925,125,84.07%
404611,68,84.07%
466940,76,84.07%
499401,213,84.07%
474300,169,84.07%
418840,143,84.07%
461340,76,84.07%
499713,138,84.07%
468376,156,84.07%
425296,143,84.07%
417765,112,84.07%
441084,169,84.07%
400019,192,84.07%
476870,120,84.07%
499115,164,84.07%
489705,120,84.07%
455512,107,84.07%
472874,76,84.07%
449001,187,84.07%
432915,179,84.07%
491596,182,84.07%
405529,174,84.07%
416661,143,84.07%
439877,218,84.07%
434253,143,84.07%
481875,94,84.08%
403736,68,84.08%
434367,249,84.08%
481866,120,84.08%
449621,63,84.08%
417130,81,84.08%
405790,205,84.08%
454232,200,84.08%
421896,130,84.08%
405190,60,84.08%
466358,81,84.08%
440737,125,84.08%
404357,298,84.08%
403896,174,84.08%
446939,94,84.08%
467480,169,84.08%
459488,125,84.08%
488023,182,84.08%
405325,60,84.08%
436357,68,84.08%
487137,182,84.08%
495030,182,84.08%
491869,107,84.08%
497838,89,84.08%
481857,120,84.08%
462610,200,84.08%
427259,156,84.08%
425212,130,84.08%
417098,112,84.08%
404962,60,84.08%
459465,81,84.08%
498973,120,84.08%
408699,99,84.08%
431659,218,84.08%
480838,68,84.08%
496147,182,84.08%
486616,107,84.08%
424455,174,84.08%
488206,120,84.08%
408512,205,84.08%
429645,99,84.08%
492390,182,84.08%
487076,89,84.08%
471829,50,84.08%
496287,213,84.08%
434014,125,84.08%
439308,125,84.08%
455774,200,84.08%
459864,81,84.08%
444633,156,84.08%
429958,99,84.08%
484827,213,84.08%
477489,138,84.08%
421826,130,84.08%
482664,94,84.08%
459346,169,84.08%
422263,187,84.08%
447750,112,84.08%
484558,107,84.08%
439361,174,84.08%
452712,107,84.08%
481850,288,84.08%
438333,156,84.08%
461411,156,84.08%
413508,68,84.08%
456997,107,84.08%
495385,164,84.08%
400123,161,84.08%
481452,50,84.08%
421416,143,84.08%
446462,231,84.08%
448924,231,84.08%
413805,81,84.08%
433537,187,84.08%
420752,68,84.08%
447918,94,84.08%
467552,200,84.08%
497888,89,84.08%
403692,68,84.08%
427415,73,84.08%
442520,68,84.08%
471477,76,84.08%
450068,86,84.08%
457836,218,84.08%
431129,187,84.08%
432732,94,84.08%
417181,280,84.08%
453392,63,84.08%
480482,169,84.08%
439565,99,84.08%
430579,174,84.08%
433193,68,84.08%
459241,169,84.08%
406738,223,84.08%
432431,174,84.08%
410575,99,84.08%
463736,200,84.08%
465642,138,84.08%
448526,156,84.08%
483014,138,84.08%
487058,107,84.08%
494988,89,84.08%
431937,187,84.08%
400862,236,84.08%
428525,73,84.08%
490517,182,84.08%
448781,112,84.08%
496077,138,84.08%
488404,182,84.08%
490300,151,84.08%
461318,76,84.08%
468750,169,84.08%
461776,76,84.08%
411385,81,84.08%
426585,218,84.08%
430731,218,84.08%
481944,68,84.08%
481593,68,84.08%
484124,169,84.08%
400251,117,84.08%
458985,187,84.08%
452529,156,84.08%
471272,138,84.08%
418225,112,84.08%
459268,231,84.08%
441529,143,84.08%
428801,73,84.08%
423003,174,84.08%
407170,112,84.08%
477327,151,84.08%
406016,86,84.08%
494228,120,84.08%
472314,151,84.08%
475781,76,84.08%
432916,42,84.08%
438665,125,84.08%
466297,138,84.08%
419523,112,84.08%
472568,275,84.08%
492527,195,84.08%
409822,205,84.08%
433885,94,84.08%
461276,76,84.08%
409424,81,84.08%
483098,45,84.08%
425688,112,84.08%
440156,187,84.08%
402867,112,84.08%
407280,86,84.08%
462106,50,84.08%
403119,161,84.08%
466265,107,84.08%
414634,130,84.08%
412217,205,84.08%
422317,156,84.08%
473902,99,84.08%
453746,68,84.08%
451118,174,84.08%
434731,42,84.08%
498743,138,84.08%
466271,63,84.08%
478575,244,84.08%
430796,174,84.08%
476411,107,84.08%
454355,200,84.08%
463712,169,84.08%
415076,130,84.08%
458478,81,84.08%
483236,213,84.08%
487644,89,84.08%
488831,244,84.08%
430884,94,84.08%
459356,125,84.08%
450106,187,84.08%
478136,169,84.08%
480280,182,84.08%
413620,174,84.08%
456118,107,84.08%
483147,120,84.08%
420901,68,84.08%
456050,156,84.08%
424092,81,84.08%
424992,81,84.08%
408510,218,84.08%
436309,143,84.08%
447309,169,84.08%
420239,81,84.08%
427881,125,84.08%
498427,226,84.08%
454970,63,84.08%
426623,125,84.08%
402523,236,84.08%
471371,76,84.08%
457419,81,84.08%
416761,135,84.08%
463552,63,84.08%
458958,262,84.08%
431837,218,84.08%
459856,76,84.08%
480020,169,84.08%
457307,94,84.08%
448686,187,84.08%
448730,143,84.08%
454489,112,84.08%
436619,68,84.08%
426865,174,84.08%
434768,81,84.08%
450239,169,84.08%
420809,156,84.08%
455742,81,84.08%
471140,107,84.08%
476859,169,84.08%
479834,68,84.08%
496133,120,84.08%
423196,55,84.08%
453970,68,84.08%
443441,156,84.08%
443435,94,84.08%
481851,94,84.08%
479695,275,84.08%
436231,68,84.08%
446301,169,84.08%
420044,205,84.08%
407602,174,84.08%
403719,174,84.08%
436805,68,84.08%
408980,130,84.08%
400503,99,84.08%
406468,205,84.08%
468837,76,84.08%
480523,107,84.08%
401602,143,84.08%
417522,112,84.08%
467080,169,84.08%
456091,55,84.08%
454141,112,84.08%
431771,99,84.08%
428686,73,84.08%
404380,161,84.08%
452581,138,84.08%
484428,94,84.08%
413346,174,84.08%
467266,107,84.08%
464261,76,84.08%
447305,169,84.08%
490462,151,84.08%
418230,81,84.08%
490747,151,84.08%
471723,107,84.08%
437908,218,84.08%
408267,117,84.08%
407954,86,84.08%
484209,226,84.08%
428311,293,84.08%
453383,244,84.08%
425754,143,84.08%
402943,205,84.08%
462363,81,84.08%
426258,174,84.08%
409411,68,84.08%
431199,187,84.08%
444607,143,84.08%
411013,174,84.08%
486549,63,84.08%
411686,174,84.08%
467105,107,84.08%
440689,63,84.08%
443458,156,84.08%
495791,182,84.08%
482896,76,84.08%
433865,249,84.08%
480218,68,84.08%
434069,81,84.08%
438957,94,84.08%
482305,68,84.08%
481374,94,84.08%
429419,187,84.08%
438362,156,84.08%
472120,50,84.08%
401141,91,84.08%
476270,151,84.08%
418213,86,84.08%
